All entries:
header		length	d_nat_sub	d_nat_tend	d_nat_tend_rev	d_sub_tend	d_sub_tend_rev
ASE_00010	316		34.26		67.88		91.59			80.45		109.51
ASE_00016	364		71.92		101.82		143.61			63.78		147.86
ASE_00024	243		12.42		62.03		29.14			63.68		30.76
ASE_00045	308		48.82		48.97		61.35			6.67		39.87
ASE_00048	197		30.98		50.10		30.30			42.84		8.88
ASE_00051	196		27.16		44.92		55.74			56.43		60.68
ASE_00103	273		86.72		116.11		76.61			73.25		75.08
ASE_00113	331		42.02		87.65		39.37			85.28		11.19
ASE_00114	302		59.09		64.18		58.64			26.25		21.02
ASE_00144	342		94.01		110.20		117.60			126.34		123.27
ASE_00147	342		95.92		102.12		110.47			127.99		123.47
ASE_00159	265		49.98		48.67		45.40			12.53		11.31
ASE_00160	219		31.58		34.50		54.81			44.41		58.48
ASE_00161	328		95.27		68.01		52.44			113.07		100.31
ASE_00191	244		59.75		55.42		73.66			46.33		62.84
ASE_00245	333		12.00		14.06		10.00			10.07		5.75
ASE_00251	189		2.50		0.00		1.03			2.50		3.20
ASE_00258	232		50.31		36.29		50.00			48.08		11.56
ASE_00293	257		132.49		141.23		127.30			65.89		145.84
ASE_00301	349		100.99		112.64		93.70			121.25		120.09
ASE_00303	369		84.60		105.73		112.76			69.67		106.80
ASE_00305	331		23.92		55.71		60.36			49.42		58.13
ASE_00317	369		84.60		103.61		121.45			77.52		111.65
ASE_00320	331		98.65		88.20		100.14			100.74		101.53
ASE_00321	331		40.64		81.45		53.23			63.77		38.16
ASE_00322	243		35.16		35.70		34.99			6.58		5.46
ASE_00329	286		61.69		58.00		68.28			9.99		23.52
ASE_00333	286		61.69		58.00		68.28			9.99		23.52
ASE_00344	234		35.17		64.70		73.07			62.15		67.94
ASE_00350	244		15.57		9.37		60.83			9.93		62.87
ASE_00351	369		84.60		105.73		112.76			69.67		106.80
ASE_00352	286		61.69		58.00		68.28			9.99		23.52
ASE_00420	295		72.64		65.43		89.92			13.35		58.32
ASE_00427	286		115.19		122.78		97.02			84.47		93.37
ASE_00443	232		9.63		2.00		56.27			7.67		61.35
ASE_00452	205		12.83		10.60		23.92			5.02		20.07
ASE_00453	262		39.86		44.72		60.03			26.45		61.93
ASE_00454	295		64.60		68.40		65.13			17.70		14.47
normal+5 < subopt:
header		length	d_nat_sub	d_nat_tend	d_nat_tend_rev	d_sub_tend	d_sub_tend_rev
ASE_00161	328		95.27		68.01		52.44			113.07		100.31
ASE_00258	232		50.31		36.29		50.00			48.08		11.56
ASE_00320	331		98.65		88.20		100.14			100.74		101.53
ASE_00350	244		15.57		9.37		60.83			9.93		62.87
ASE_00420	295		72.64		65.43		89.92			13.35		58.32
ASE_00443	232		9.63		2.00		56.27			7.67		61.35
c_normal=6, c_reversed=5
normal+5 < reversed:
header		length	d_nat_sub	d_nat_tend	d_nat_tend_rev	d_sub_tend	d_sub_tend_rev
ASE_00010	316		34.26		67.88		91.59			80.45		109.51
ASE_00016	364		71.92		101.82		143.61			63.78		147.86
ASE_00045	308		48.82		48.97		61.35			6.67		39.87
ASE_00051	196		27.16		44.92		55.74			56.43		60.68
ASE_00144	342		94.01		110.20		117.60			126.34		123.27
ASE_00147	342		95.92		102.12		110.47			127.99		123.47
ASE_00160	219		31.58		34.50		54.81			44.41		58.48
ASE_00191	244		59.75		55.42		73.66			46.33		62.84
ASE_00258	232		50.31		36.29		50.00			48.08		11.56
ASE_00303	369		84.60		105.73		112.76			69.67		106.80
ASE_00317	369		84.60		103.61		121.45			77.52		111.65
ASE_00320	331		98.65		88.20		100.14			100.74		101.53
ASE_00329	286		61.69		58.00		68.28			9.99		23.52
ASE_00333	286		61.69		58.00		68.28			9.99		23.52
ASE_00344	234		35.17		64.70		73.07			62.15		67.94
ASE_00350	244		15.57		9.37		60.83			9.93		62.87
ASE_00351	369		84.60		105.73		112.76			69.67		106.80
ASE_00352	286		61.69		58.00		68.28			9.99		23.52
ASE_00420	295		72.64		65.43		89.92			13.35		58.32
ASE_00443	232		9.63		2.00		56.27			7.67		61.35
ASE_00452	205		12.83		10.60		23.92			5.02		20.07
ASE_00453	262		39.86		44.72		60.03			26.45		61.93
c_normal=22, c_reversed=10, c_tie=6
