All entries:
header		length	d_nat_sub	d_nat_tend	d_nat_tend_rev	d_sub_tend	d_sub_tend_rev
RFA_00388	54		2.47		2.16		2.01			0.72		0.54
RFA_00389	54		2.84		3.15		3.15			2.57		2.57
RFA_00390	54		2.52		2.04		2.04			0.56		0.56
RFA_00391	54		7.07		7.02		7.02			5.59		5.60
RFA_00392	54		2.52		2.04		2.04			0.56		0.56
RFA_00393	54		12.72		13.10		13.00			11.56		11.45
RFA_00394	54		4.74		5.25		5.76			2.96		3.86
RFA_00395	54		11.87		14.00		14.00			2.68		2.68
RFA_00396	54		3.11		3.01		3.00			0.99		0.98
RFA_00397	54		4.42		4.01		4.01			2.89		2.89
RFA_00398	54		1.55		1.00		1.00			0.55		0.55
RFA_00399	54		2.47		2.16		2.16			0.72		0.73
RFA_00400	54		13.58		12.63		13.36			6.88		6.20
RFA_00401	54		11.87		14.00		14.00			2.68		2.68
RFA_00402	54		20.32		21.00		20.99			0.94		0.99
RFA_00403	54		3.25		3.16		3.16			0.58		0.58
RFA_00404	54		2.58		3.00		3.00			2.45		2.45
RFA_00405	54		2.80		2.33		2.06			1.23		0.94
RFA_00406	54		2.47		2.33		2.07			0.90		0.61
RFA_00407	54		2.54		2.89		2.89			1.98		1.98
RFA_00408	54		3.83		3.72		3.72			3.50		3.51
RFA_00409	54		11.87		14.00		14.00			2.68		2.68
RFA_00410	54		2.08		2.00		2.00			0.96		0.96
RFA_00411	54		2.54		2.33		2.07			0.96		0.68
RFA_00412	54		1.55		1.00		1.00			0.55		0.55
RFA_00413	54		12.22		14.00		14.00			2.53		2.53
RFA_00414	54		2.30		2.16		2.19			0.56		0.60
RFA_00415	54		3.38		3.20		2.01			2.76		1.63
RFA_00416	55		4.36		5.01		5.01			0.76		0.75
RFA_00417	54		12.87		14.00		14.08			3.68		3.78
RFA_00418	54		1.53		1.00		1.57			0.53		1.15
RFA_00419	54		3.67		1.00		2.78			2.90		4.39
RFA_00425	58		13.59		6.49		12.11			8.66		7.16
RFA_00426	58		13.59		6.49		12.10			8.66		7.22
RFA_00427	55		4.04		4.12		4.13			2.05		2.05
RFA_00428	55		4.04		4.12		4.13			2.05		2.05
RFA_00429	40		1.98		2.00		2.02			0.20		0.23
RFA_00430	55		3.98		4.12		4.29			2.05		2.20
RFA_00431	40		2.02		2.00		2.01			0.17		0.18
RFA_00432	55		4.04		4.12		4.13			2.05		2.05
RFA_00433	54		2.46		2.01		2.00			0.54		0.53
RFA_00434	54		2.42		2.33		2.47			0.91		1.12
RFA_00435	54		3.49		2.33		3.54			2.49		3.64
RFA_00436	54		2.47		2.33		2.06			0.90		0.60
RFA_00437	54		2.92		2.83		2.06			1.91		1.12
RFA_00438	54		2.50		2.06		2.06			0.58		0.58
RFA_00439	54		2.47		2.33		2.06			0.90		0.60
RFA_00440	55		2.80		2.68		2.68			1.34		1.34
RFA_00441	54		2.64		2.44		2.44			1.03		1.03
RFA_00442	54		2.47		2.16		2.16			0.72		0.72
RFA_00443	54		2.47		2.16		2.16			0.72		0.72
RFA_00444	56		1.53		1.35		1.35			1.03		1.03
RFA_00445	56		1.50		1.35		1.35			0.94		0.94
RFA_00446	55		3.34		3.00		3.02			0.50		0.52
RFA_00447	54		2.64		2.44		2.44			1.03		1.03
RFA_00448	54		2.47		2.33		2.06			0.90		0.60
RFA_00449	55		9.64		13.00		13.00			5.38		5.38
RFA_00624	246		82.38		74.99		98.88			36.32		47.63
RFA_00625	246		82.37		72.26		114.08			33.51		96.99
RFA_00640	65		14.13		14.38		13.45			8.33		6.77
RFA_00641	65		26.23		26.31		27.07			6.48		9.03
RFA_00642	77		27.63		32.25		30.15			20.64		20.12
RFA_00643	67		25.78		25.92		25.99			4.72		4.09
RFA_00644	74		35.23		38.56		37.86			25.80		23.32
RFA_00645	70		31.71		32.00		32.73			11.92		12.94
RFA_00646	74		36.50		37.07		37.86			21.70		16.40
RFA_00647	74		33.68		32.84		31.54			16.98		17.18
RFA_00648	74		19.65		27.00		22.85			23.01		19.25
RFA_00649	66		21.41		22.92		18.20			24.05		21.84
RFA_00650	66		34.43		35.04		35.21			5.44		5.83
RFA_00651	65		23.38		27.46		27.34			13.25		13.25
RFA_00652	66		36.70		37.77		37.71			5.48		5.57
RFA_00653	66		23.70		24.12		24.12			8.17		8.17
RFA_00654	70		33.45		33.00		32.38			4.63		5.98
RFA_00655	74		33.68		32.84		31.54			16.98		17.18
RFA_00656	66		27.29		29.09		28.87			7.03		5.33
RFA_00657	66		16.50		17.49		17.96			14.39		14.60
RFA_00658	48		12.71		12.19		12.17			2.25		2.11
RFA_00659	48		23.95		24.00		24.00			1.51		1.51
RFA_00660	48		23.72		24.00		24.00			0.58		0.58
RFA_00661	48		23.72		24.00		24.00			0.60		0.58
RFA_00662	48		11.51		11.00		11.72			1.02		1.53
RFA_00663	48		19.47		19.03		19.74			1.16		1.68
RFA_00664	45		25.09		25.00		25.00			0.81		0.81
RFA_00665	48		23.72		24.00		24.00			0.58		0.58
RFA_00666	48		18.46		18.13		18.72			2.19		2.06
RFA_00667	45		19.64		18.00		19.48			3.40		4.76
RFA_00668	45		15.12		17.00		17.00			3.86		3.86
RFA_00669	45		7.52		7.88		8.01			2.99		2.55
RFA_00670	45		14.49		14.08		14.00			3.52		2.88
RFA_00671	45		15.24		16.01		16.01			7.30		7.30
RFA_00672	43		19.55		18.65		19.00			1.81		1.32
RFA_00673	48		15.41		15.01		15.00			0.79		0.75
RFA_00674	48		17.51		14.75		17.61			15.50		15.49
RFA_00675	45		23.74		25.00		24.14			2.67		3.91
RFA_00676	45		26.38		26.94		26.66			0.90		1.61
RFA_00677	45		15.32		15.40		15.46			4.00		3.81
RFA_00678	44		13.85		14.32		14.49			4.84		5.09
RFA_00679	45		10.34		10.14		9.00			5.72		5.04
RFA_00680	48		10.82		10.00		10.00			2.90		2.90
RFA_00681	45		17.43		17.21		19.65			6.96		8.62
RFA_00682	45		9.16		8.23		8.42			1.58		1.84
RFA_00683	46		25.45		24.57		24.69			2.87		2.69
RFA_00684	45		13.31		11.46		12.06			3.56		3.40
RFA_00685	45		15.75		15.32		15.32			3.13		3.13
RFA_00704	45		19.90		18.38		18.44			11.39		11.35
RFA_00705	46		10.87		9.00		9.08			7.44		7.51
RFA_00706	46		16.34		14.00		14.76			3.95		4.97
RFA_00707	46		22.98		23.05		23.00			7.38		5.72
RFA_00708	46		12.77		13.00		13.19			0.76		1.04
RFA_00709	45		24.32		23.07		23.00			6.91		6.49
RFA_00710	45		21.36		23.00		23.00			3.61		3.61
RFA_00711	46		23.54		21.65		23.99			14.84		13.26
RFA_00712	45		20.44		25.00		21.50			9.33		7.61
RFA_00714	48		19.80		19.23		19.24			3.94		3.94
RFA_00715	44		25.14		23.90		24.00			3.84		3.59
RFA_00716	44		24.19		25.00		25.00			1.23		1.23
RFA_00717	43		10.43		10.33		11.03			6.36		7.21
RFA_00720	49		10.32		6.33		6.00			6.35		6.13
RFA_00721	49		19.34		17.71		17.74			17.91		17.93
RFA_00722	49		19.46		18.47		19.51			6.44		5.66
RFA_00723	49		15.33		9.11		9.19			14.24		14.26
RFA_00724	49		17.28		17.04		17.21			4.24		6.26
RFA_00725	49		28.05		28.00		27.38			2.40		3.33
RFA_00726	49		17.28		17.14		17.13			5.57		6.10
RFA_00727	49		15.90		10.24		17.21			10.57		13.93
RFA_00728	49		16.44		17.41		17.39			10.67		10.81
RFA_00729	49		11.21		10.01		10.00			5.61		5.59
RFA_00730	43		7.55		8.31		5.98			3.90		4.50
RFA_00731	43		7.45		4.72		1.25			5.86		6.59
RFA_00732	43		11.17		14.43		7.91			11.74		9.19
RFA_00733	43		7.43		1.07		1.06			6.49		6.48
RFA_00734	43		8.45		6.41		6.41			6.77		6.77
RFA_00735	43		9.22		2.11		2.05			8.50		8.46
RFA_00736	43		7.45		4.69		1.25			5.83		6.59
RFA_00737	43		3.58		1.00		2.01			3.07		3.90
RFA_00738	43		4.82		0.15		0.59			4.92		5.18
RFA_00739	43		5.11		0.02		0.62			5.12		5.57
RFA_00740	43		12.79		14.14		14.14			5.65		5.65
RFA_00741	43		6.84		1.90		1.87			7.76		7.74
RFA_00742	43		5.29		0.61		0.60			5.66		5.65
RFA_00743	43		8.98		7.11		7.08			2.16		2.12
RFA_00744	43		7.04		0.16		0.60			7.12		7.34
RFA_00745	44		5.06		1.38		2.01			4.94		4.91
RFA_00746	43		4.04		1.27		1.20			3.26		3.21
RFA_00747	43		10.86		17.57		17.52			10.11		10.07
RFA_00748	43		11.97		15.03		15.14			9.73		9.99
RFA_00749	43		7.45		4.60		2.44			5.76		6.79
RFA_00750	43		7.24		4.60		4.62			6.00		6.01
RFA_00751	43		5.44		2.82		4.71			5.66		6.75
RFA_00752	43		5.96		4.02		4.74			2.60		3.34
RFA_00753	43		3.73		1.27		1.23			3.48		3.44
RFA_00754	43		12.41		16.94		16.94			11.83		11.83
RFA_00755	43		5.49		0.82		0.71			6.10		5.99
RFA_00756	43		8.41		8.46		8.35			1.34		1.16
RFA_00757	43		11.20		14.43		14.11			6.87		6.38
RFA_00758	43		5.80		1.26		1.63			4.97		5.19
RFA_00759	43		7.82		0.77		0.76			8.00		7.99
RFA_00760	43		4.04		1.25		1.25			3.25		3.24
RFA_00761	43		7.89		0.82		0.80			8.09		8.08
RFA_00762	43		9.64		13.79		13.79			12.38		12.38
RFA_00763	43		4.26		0.01		0.62			4.27		4.64
RFA_00764	43		7.46		2.18		3.96			7.47		5.45
RFA_00765	43		3.49		1.01		1.01			2.50		2.50
RFA_00766	43		7.42		4.61		2.14			5.64		7.14
RFA_00781	101		20.31		19.40		19.41			3.79		3.74
RFA_00782	101		21.22		19.05		19.15			2.85		3.71
RFA_00783	100		5.37		4.00		4.00			1.66		1.66
RFA_00784	101		19.12		18.15		19.25			5.42		4.51
RFA_00785	101		21.64		19.00		21.96			2.95		6.89
RFA_00786	101		22.93		51.43		46.26			46.79		34.74
RFA_00787	101		20.74		18.72		18.65			2.45		2.50
RFA_00788	100		10.41		10.00		10.00			1.09		1.08
RFA_00789	101		19.12		17.15		19.29			4.05		4.58
RFA_00790	100		4.43		3.00		3.00			3.51		3.51
RFA_00791	102		14.89		12.78		4.56			15.08		11.99
RFA_00792	101		5.94		6.84		6.64			3.25		2.96
RFA_00793	100		6.71		6.00		6.00			1.20		1.20
RFA_00794	101		22.22		18.67		30.84			8.53		22.59
RFA_00795	101		20.21		17.80		17.69			2.88		2.91
RFA_00796	100		4.56		3.08		3.02			1.92		1.86
RFA_00797	101		19.74		17.85		17.65			2.46		2.50
RFA_00798	100		5.71		10.93		5.00			7.49		1.20
RFA_00799	101		4.13		37.93		3.11			38.19		3.69
RFA_00800	101		18.03		17.08		18.68			2.30		4.63
RFA_00801	101		13.63		10.00		11.64			4.29		4.56
RFA_00802	100		5.91		31.74		4.01			30.91		2.32
RFA_00803	101		17.02		17.09		14.69			5.83		7.70
normal+5 < subopt:
header		length	d_nat_sub	d_nat_tend	d_nat_tend_rev	d_sub_tend	d_sub_tend_rev
RFA_00425	58		13.59		6.49		12.11			8.66		7.16
RFA_00426	58		13.59		6.49		12.10			8.66		7.22
RFA_00624	246		82.38		74.99		98.88			36.32		47.63
RFA_00625	246		82.37		72.26		114.08			33.51		96.99
RFA_00723	49		15.33		9.11		9.19			14.24		14.26
RFA_00727	49		15.90		10.24		17.21			10.57		13.93
RFA_00733	43		7.43		1.07		1.06			6.49		6.48
RFA_00735	43		9.22		2.11		2.05			8.50		8.46
RFA_00739	43		5.11		0.02		0.62			5.12		5.57
RFA_00744	43		7.04		0.16		0.60			7.12		7.34
RFA_00759	43		7.82		0.77		0.76			8.00		7.99
RFA_00761	43		7.89		0.82		0.80			8.09		8.08
RFA_00764	43		7.46		2.18		3.96			7.47		5.45
c_normal=13, c_reversed=11
normal+5 < reversed:
header		length	d_nat_sub	d_nat_tend	d_nat_tend_rev	d_sub_tend	d_sub_tend_rev
RFA_00425	58		13.59		6.49		12.11			8.66		7.16
RFA_00426	58		13.59		6.49		12.10			8.66		7.22
