All entries:
header		length	d_nat_sub	d_nat_tend	d_nat_tend_rev	d_sub_tend	d_sub_tend_rev
CRW_00548	122		6.28		50.54		31.57			51.10		29.72
CRW_00549	123		24.01		22.47		20.12			7.32		5.22
CRW_00550	122		24.18		22.36		24.11			6.99		9.85
CRW_00551	122		24.18		22.36		24.11			6.99		9.85
CRW_00552	120		18.34		43.65		40.85			47.77		44.55
CRW_00553	118		17.45		14.69		32.38			4.61		31.58
CRW_00554	117		10.32		15.60		14.36			12.64		11.42
CRW_00555	124		9.83		8.09		36.05			6.12		35.29
CRW_00556	119		19.90		44.52		45.63			37.16		38.09
CRW_00557	117		19.82		26.69		12.57			22.95		11.01
CRW_00558	119		54.09		54.72		56.53			7.81		17.27
CRW_00559	117		6.03		6.25		3.00			6.76		3.45
CRW_00560	120		9.22		32.59		7.84			34.40		15.76
CRW_00561	113		31.14		28.96		44.84			31.07		29.33
CRW_00562	119		25.27		26.18		25.72			7.68		6.28
CRW_00563	119		26.21		36.08		42.29			26.04		33.57
CRW_00564	118		39.24		53.88		54.62			34.16		35.24
CRW_00565	119		24.36		20.10		19.28			5.43		6.14
CRW_00566	121		4.21		0.00		0.00			4.21		4.21
CRW_00567	123		24.39		24.02		22.60			10.17		9.22
CRW_00568	121		59.83		59.88		60.00			8.34		6.09
CRW_00569	121		12.04		22.71		45.98			24.64		48.28
CRW_00570	118		13.52		19.04		12.05			7.89		8.62
CRW_00573	120		58.32		38.71		57.36			57.40		14.67
CRW_00585	120		58.32		38.71		57.36			57.40		14.67
CRW_01482	133		5.22		23.63		11.31			22.62		10.91
CRW_01484	123		47.15		61.18		53.31			48.72		39.19
CRW_01485	123		33.05		36.32		40.28			14.74		19.18
CRW_01486	120		32.89		36.11		40.46			14.27		19.62
CRW_01487	123		61.45		54.14		44.83			30.56		52.73
CRW_01488	121		33.40		33.02		37.94			2.18		14.60
CRW_01489	123		29.64		35.03		33.43			14.64		29.21
CRW_01490	122		45.36		51.91		44.14			63.24		5.02
CRW_01491	130		23.28		21.06		72.62			20.45		65.52
CRW_01492	124		16.72		28.65		20.88			25.69		5.79
CRW_01493	126		14.97		19.00		13.21			6.46		7.96
CRW_01494	120		16.44		15.86		48.89			3.21		34.76
CRW_01495	120		16.43		37.83		52.31			42.15		51.82
CRW_01496	128		3.33		39.39		0.00			42.12		3.33
CRW_01497	120		19.08		35.30		23.22			32.58		11.00
CRW_01498	128		6.54		5.00		15.22			7.87		18.09
CRW_01499	127		28.64		29.02		31.03			4.82		8.33
CRW_01500	125		2.79		23.29		22.58			23.23		22.63
CRW_01501	131		23.45		30.83		39.67			30.17		24.18
CRW_01502	130		5.51		26.80		32.13			28.43		33.86
CRW_01503	124		17.36		41.72		30.00			36.99		17.24
CRW_01504	126		3.97		3.07		3.72			1.55		1.96
CRW_01505	126		4.07		3.07		3.72			1.64		2.06
CRW_01506	126		4.07		24.45		3.08			23.04		1.67
CRW_01507	123		4.01		24.71		2.41			27.59		5.04
CRW_01508	127		4.63		34.72		17.33			36.42		18.45
CRW_01516	120		58.32		38.71		57.36			57.40		14.67
CRW_01521	118		11.84		4.64		11.17			8.46		10.69
CRW_01532	120		11.14		46.60		39.51			47.90		38.53
CRW_01533	120		12.22		17.43		27.07			10.68		27.85
CRW_01534	120		9.51		18.07		11.48			12.22		3.63
CRW_01535	120		3.71		57.81		59.00			58.61		60.23
CRW_01536	119		7.55		11.45		7.02			7.99		2.42
CRW_01537	120		10.21		15.20		16.46			9.01		10.30
CRW_01538	120		14.82		37.92		34.49			37.50		27.12
CRW_01539	120		10.17		14.62		21.43			11.95		20.93
CRW_01540	120		45.08		48.28		48.28			15.38		14.86
CRW_01541	120		4.99		6.09		5.47			5.49		5.01
CRW_01542	120		61.74		60.36		62.00			5.79		2.71
CRW_01543	120		8.98		4.04		8.91			5.01		9.34
CRW_01544	120		13.99		12.33		17.12			13.08		17.06
CRW_01545	120		4.99		6.09		5.47			5.49		5.01
CRW_01546	120		63.80		63.94		63.82			4.64		4.89
CRW_01547	120		5.74		27.66		28.32			26.27		27.39
CRW_01548	119		12.14		5.31		4.00			11.70		10.72
CRW_01549	119		12.14		5.31		4.00			11.70		10.72
CRW_01550	120		12.80		23.48		48.29			23.38		50.95
CRW_01551	120		11.55		9.47		11.54			7.46		8.95
CRW_01552	120		12.59		14.46		35.49			5.54		33.36
CRW_01553	120		12.59		14.46		28.84			5.54		24.27
CRW_01554	120		25.43		27.17		21.44			13.96		17.98
CRW_01555	135		12.89		15.86		40.20			7.86		38.24
CRW_01556	120		12.87		5.07		7.11			11.26		12.27
CRW_01557	120		8.80		2.10		7.31			7.18		12.21
CRW_01558	119		25.53		20.48		53.90			16.25		40.56
CRW_01559	121		15.32		14.01		24.03			1.64		15.39
CRW_01560	120		5.34		5.56		14.66			5.10		14.94
CRW_01561	120		11.14		5.05		6.34			8.86		9.93
CRW_01562	120		9.46		10.35		26.38			4.67		21.67
CRW_01563	118		16.87		16.60		20.86			12.16		15.83
CRW_01564	120		19.65		22.02		22.02			10.48		10.50
CRW_01565	120		5.04		41.51		10.80			43.46		10.70
CRW_01566	120		13.07		22.11		42.96			16.50		41.10
CRW_01567	120		7.77		4.66		3.32			11.43		10.38
CRW_01568	120		9.64		20.24		12.16			14.65		3.72
CRW_01569	120		11.03		22.50		13.09			21.86		4.59
CRW_01570	120		11.79		15.02		15.01			4.66		4.65
CRW_01571	120		9.64		20.24		12.16			14.65		3.72
CRW_01572	119		50.81		20.14		20.38			48.48		48.53
CRW_01573	121		8.98		4.04		47.71			5.01		47.54
CRW_01574	121		8.98		4.04		47.71			5.01		47.54
CRW_01575	121		8.98		4.04		47.71			5.01		47.54
CRW_01576	121		8.98		4.04		47.71			5.01		47.54
CRW_01577	121		8.98		4.04		47.71			5.01		47.54
CRW_01578	120		3.27		6.28		23.03			7.22		23.30
CRW_01579	120		40.35		3.99		38.75			40.38		51.72
CRW_01580	120		55.43		6.85		50.80			55.37		39.30
CRW_01581	120		25.21		18.93		15.06			24.85		23.94
CRW_01582	120		5.87		39.28		8.26			41.54		8.85
CRW_01583	120		12.57		11.04		11.00			2.68		2.63
CRW_01584	120		3.63		3.01		42.96			1.61		42.76
CRW_01585	120		6.48		0.14		22.85			6.59		25.17
CRW_01586	120		5.12		6.44		44.16			6.00		46.12
CRW_01587	120		5.01		4.15		4.07			3.37		5.48
CRW_01588	121		8.98		4.04		47.71			5.01		47.54
CRW_01589	120		65.09		67.74		41.81			53.16		49.55
CRW_01590	120		46.85		52.95		61.71			33.08		47.24
CRW_01591	121		8.98		4.04		47.71			5.01		47.54
CRW_01592	120		58.71		34.85		58.27			53.39		25.77
